Внутренний идентификатор;Снимаем;Реестровый номер с площадки;Название;Дата публикации в системе;Дата окончания;Цена;Валюта;Заказчик;ИНН заказчика;Площадка;Ссылка на тендер;Регион;Документация
71827152658;0;161883;161883 Техническая поддержка КУЦ;27.07.2022 13:52;03.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51115;город Москва;
71827152659;0;;1000074.t Уведомление о проведении запроса предложений по проведению строительно-монтажных работ на объекте: модульный центр обработки данных по адресу: Ленинградская область, Тосненский муниципальный район Федоровское городское поселение, городской поселок Федоровское, ул. Оборонная, д.29;27.07.2022 13:52;29.07.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51113;город Москва;
71827185238;0;SBR028-2207270026;Доработка документации SAP систем в рамках проекта миграции в новый домен;27.07.2022 14:09;29.07.2022 16:00;-;RUB;"АО ""СИТРОНИКС"" 7735116621";7735116621;utp.sberbank-ast.ru;https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/632/0/0/1003880;город Москва;http://www.tenderland.ru/getarch.php?id=71827185238&module=commerce
71827192972;0;;1000075.t Поставка оборудования БШПД в диапазонах 2400-2483,5 МГц и 5150-6425 МГц;27.07.2022 14:12;05.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51121;город Москва;
71827233098;0;161729;161729 Уведомление о продлении открытого запроса предложений (RFP) на Закупку ПО автоматизирующего проверку аффилированности и признаков конфликта интересов для обеспечения прозрачности сделок для ПАО МТС (торги 161729);27.07.2022 14:53;09.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51124;город Москва;
71828578276;0;162099;162099 162099-Производство работ по техническому обслуживанию и ремонту систем кондиционирования технических помещений филиала ПАО МТС в Нижегородской области;28.07.2022 9:00;15.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51140;город Москва;
71828684702;1;162159;162159 162159 Уведомление о проведении запроса информации на поставку ноутбуков, мониторов и комплектующих, г. Волгоград;28.07.2022 10:12;03.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51143;город Москва;
71828965817;0;3056189;Запрос предложений № 3056189 Генераторные лампы Генераторные лампы;28.07.2022 14:01;03.08.2022 14:00;-;RUB;ООО «УАЗ» 7327077188;7327077188;www.b2b-center.ru;https://www.b2b-center.ru/market/view.html?id=3056189;Нижегородская область;
71828996864;0;161892,1;161892,1 161892,1-Проведение технического обслуживания, текущего ремонта, модернизации, аварийно-восстановительных работ (АВР) систем кондиционирования и вентиляции БС на объектах сети радиодоступа ПАО МТС в Республике Коми;28.07.2022 14:12;04.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51168;город Москва;
71829111105;1;2462182;"Планшетный компьютер Apple iPad Pro 11"" 256GB Wi-Fi + Cellular, Чехол-клавиатура Apple Magic Keyboard for iPad Pro 11"", Стилус Apple Pencil (2nd Generation) p/n MU8F2ZM/A";28.07.2022 15:43;29.07.2022 13:00;11 256,00;RUB;ПАО МГТС 7710016640;7710016640;223.rts-tender.ru;https://223.rts-tender.ru/supplier/auction/Trade/View.aspx?Id=2462182;город Москва;http://www.tenderland.ru/getarch.php?id=71829111105&module=commerce
71829345188;1;162201;162201 Лицензия Mobile Access Blade for 50 concurrent connections;28.07.2022 18:53;18.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51183;город Москва;
71829614452;1;SBR028-2207280026;Приобретение прав использования ПО и плагина FineBI на 1 год в соответствии со спецификацией;28.07.2022 22:09;12.08.2022 13:00;-;USD;"АО ""НСПК"" 7706812159";7706812159;utp.sberbank-ast.ru;https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/632/0/0/1004984;город Москва;http://www.tenderland.ru/getarch.php?id=71829614452&module=commerce
71830122205;1;161923;161923 Поставка коммутаторов USB ключей для ГК МТС;29.07.2022 4:50;04.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51185;город Москва;
71830381897;0;SBR028-2207290002;Открытый запрос предложений на закупку «Информационно-сервисные услуги (консьерж-сервис) для VIP-клиентов ПАО «МТС-Банк» в целях предоставления лучшего сервиса и повышения уровня клиентоориентированности»;29.07.2022 8:09;12.08.2022 10:00;-;RUB;"ПАО ""МТС-Банк"" 7702045051";7702045051;utp.sberbank-ast.ru;https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/632/0/0/1005166;город Москва;http://www.tenderland.ru/getarch.php?id=71830381897&module=commerce
71830430666;0;160200-2;160200-2 Уведомление о продлении открытого запроса предложений на поставку оптических модулей Новосибирск (Торги № 160200-2);29.07.2022 8:51;05.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51190;город Москва;
71830501634;0;162151;162151 162151_Выполнение монтажных работ системы автоматического газового пожаротушения в помещении автозала в здании филиала ПАО МТС в Ростовской области по адресу: г. Таганрог, пер. 7-й Новый, д.108-1;29.07.2022 9:51;04.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51194;город Москва;
71830551229;0;2463026;Замена SIM-карт в приемно-контрольных приборах системы передачи извещений;29.07.2022 10:21;04.08.2022 12:00;-;RUB;"ПАО ""МТС"" 7740000076";7740000076;223.rts-tender.ru;https://223.rts-tender.ru/supplier/auction/Trade/View.aspx?Id=2463026;город Москва;http://www.tenderland.ru/getarch.php?id=71830551229&module=commerce
71830587701;0;;162150 Предоставление услуг повторного измерения уровней электро-магнитного потенциала ПРТО ПАО МТС по Региону Северо-Запад в 2022-24 г.;29.07.2022 10:52;12.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51202;город Москва;
71830661342;1;162182;162182 Поставка планшетного компьютера и аксессуаров;29.07.2022 11:52;29.07.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51203;город Москва;
71830888829;0;2463644;СМР и ПНР ЭПУ в филиале Магаданской области;29.07.2022 14:42;05.08.2022 12:00;-;RUB;"ПАО ""МТС"" 7740000076";7740000076;223.rts-tender.ru;https://223.rts-tender.ru/supplier/auction/Trade/View.aspx?Id=2463644;город Москва;http://www.tenderland.ru/getarch.php?id=71830888829&module=commerce
71830888834;0;2463427;Запрос предложений по модернизации системы охранного телевидения (СОТ) на объекте по адресу: г. Красноярск, ул. Семафорная, 275А.(Торги №160924-3);29.07.2022 14:42;03.08.2022 13:00;-;RUB;"ПАО ""МТС"" 7740000076";7740000076;223.rts-tender.ru;https://223.rts-tender.ru/supplier/auction/Trade/View.aspx?Id=2463427;город Москва;http://www.tenderland.ru/getarch.php?id=71830888834&module=commerce
71835673992;0;162179;162179 ПГР 2022-2024 ремонт РРЛ оборудования производства NEC;01.08.2022 7:53;05.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51223;город Москва;
71835673993;1;162123;162123 ТП оборудования и ПО Oracle (SUN);01.08.2022 7:53;04.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51225;город Москва;
71835816596;0;162059;162059 Физ.охрана объектов МТС в Пермском крае;01.08.2022 9:53;11.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51231;город Москва;
71835893723;0;162266;162266 ТО и АВР ВЭС в Ивановской области;01.08.2022 10:54;15.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51246;город Москва;
71836187380;0;162293;162293 162293 Уведомление о проведении запроса информации на поставку биометрического терминала, г. Барнаул;01.08.2022 14:54;03.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51259;город Москва;
71836187382;0;161788;161788 Поставка ПЧ кабеля для оборудования РРЛ;01.08.2022 14:54;18.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51264;город Москва;
71836362263;1;ГП208172;Поставка компьютерной техники;01.08.2022 17:06;10.08.2022 14:00;-;RUB;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ РТ-ИНВЕСТ ТРАНСПОРТНЫЕ СИСТЕМЫ 7704869777;7704869777;etpgpb.ru;https://etpgpb.ru/procedure/tender/etp/664020-postavka-kompyuternoy-tehniki/;город Москва;http://www.tenderland.ru/getarch.php?id=71836362263&module=commerce
71837514872;1;162320;162320 162320 Уведомление о продлении срока проведения запроса информации на поставку Программный модуль г. Орел;02.08.2022 9:00;17.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51283;город Москва;
71837584701;1;162328;162328 162328 Уведомление о проведении запроса информации на поставку программного обеспечения г. Курган;02.08.2022 9:55;08.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51286;город Москва;
71837739949;0;161754;161754 Поставка оборудования РРЛ диапазона 6-38ГГц;02.08.2022 12:00;12.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51290;город Москва;
71837860259;0;162247;162247 Поставка ЭПУ, выполнение СМР и ПНР для Автозала в г. Уссурийск, 2022;02.08.2022 13:16;18.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51293;город Москва;
71837935299;0;SBR028-2208020017;ПЗ-20220067- Выполнение проектно-изыскательских работ, разработка рабочей документации по установке грузопассажирского лифта г/п 1200 кг, поставка и монтаж лифтового оборудования по адресу: г. Москва, ул. Малая Полянка д. 3.;02.08.2022 14:10;11.08.2022 14:00;-;RUB;АО Бизнес-Недвижимость 7708797121;7708797121;utp.sberbank-ast.ru;https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/632/0/0/1007154;город Москва;http://www.tenderland.ru/getarch.php?id=71837935299&module=commerce
71838051461;1;162373;162373 162373 Уведомление о проведении запроса информации на поставку сетевого оборудования г. Снежинск;02.08.2022 15:57;08.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51310;город Москва;
71838175089;0;162126;"162126 162126 Уведомление о проведении открытого запроса предложений на право заключения рамочного договора на поставку средств криптографической защиты информации для ПАО ""МТС"".";02.08.2022 17:17;10.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51316;город Москва;
71838210534;1;162230;162230 звещение о проведении открытого запроса предложений на поставку MacBook Pro для ПАО «МТС» (Торги №162230);02.08.2022 17:57;08.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51320;город Москва;
71839215915;1;162397;162397 162397 Уведомление о проведении запроса информации на поставку СХД г. Уфа;03.08.2022 6:55;09.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51332;город Москва;
71839215916;0;161739;161739 Уведомление о проведении открытого запроса предложений на приобретение существующего оптического ресурса или оптического ресурса будущей ВОЛС в Свердловской области, г. Верхотурье (торги №161739);03.08.2022 6:55;09.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51333;город Москва;
71839370302;1;162405;162405 162405 Уведомление о проведении запроса информации на поставку модулей согласно ТЗ г. Калуга;03.08.2022 9:00;09.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51341;город Москва;
71839370303;0;162198;162198 ТО и АВР АМС, АФУ, ИС БС в регионах ЦФО в 2023г.;03.08.2022 9:00;16.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51343;город Москва;
71839549973;0;ГП208491;Создание системы балансировки нагрузки на компоненты Системы взимания платы (СВП);03.08.2022 11:07;19.08.2022 15:00;-;RUB;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ РТ-ИНВЕСТ ТРАНСПОРТНЫЕ СИСТЕМЫ 7704869777;7704869777;etpgpb.ru;https://etpgpb.ru/procedure/tender/etp/664625-sozdanie-sistemy-balansirovki-nagruzki-na-komponenty-sistemy-vzimaniya-platy-svp/;город Москва;http://www.tenderland.ru/getarch.php?id=71839549973&module=commerce
71839748104;0;161765;161765 Продление лицензии системы аудита Maxpatrol8;03.08.2022 13:57;11.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51354;город Москва;
71839902463;0;162331;162331 162331-Работы по модернизации РП 10 кВ МЦОД ПАО МТС в Нижегородской обл.;03.08.2022 15:57;15.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51360;город Москва;
71840094274;0;SBR028-2208030030;Оказание услуг по разработке программного интерфейса (API) обеспечивающего взаимодействие операторов обмена с платформой оператора информационной системы и созданию прототипа системы оператора обмена для ПАО «МТС-Банк»;03.08.2022 18:10;09.08.2022 13:00;-;RUB;"ПАО ""МТС-Банк"" 7702045051";7702045051;utp.sberbank-ast.ru;https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/5/0/0/1008160;город Москва;http://www.tenderland.ru/getarch.php?id=71840094274&module=commerce
71841147398;1;162475;162475 RFI на закупку Системы защиты Web-приложений (WAF);04.08.2022 7:55;09.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51393;город Москва;
71841267344;1;162483;162483 162483 Уведомление о проведении запроса информации на поставку IP-платформы Panasoniс, г. Иваново;04.08.2022 9:15;19.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51399;город Москва;
71841345495;1;162486;162486 162486 Уведомление о проведении запроса информации на поставку 3D принтера, г. Ижевск;04.08.2022 10:17;08.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51403;город Москва;
71841345496;0;162421;162421 Сканер ШК тип 3;04.08.2022 10:17;10.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51407;город Москва;
71841496479;0;SBR028-2208040004;Открытый запрос цен на услуги по обследованию инфраструктуры Windows Active Directory, и выполнению работ по устранению ошибок и уязвимостей для ПАО «МТС Банк».;04.08.2022 12:08;11.08.2022 12:00;-;RUB;"ПАО ""МТС-Банк"" 7702045051";7702045051;utp.sberbank-ast.ru;https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/5/0/0/1008485;город Москва;http://www.tenderland.ru/getarch.php?id=71841496479&module=commerce
71841612841;1;2468261;RFI Система защиты Web-приложений (WAF);04.08.2022 14:01;09.08.2022 13:00;-;RUB;ПАО МГТС 7710016640;7710016640;223.rts-tender.ru;https://223.rts-tender.ru/supplier/auction/Trade/View.aspx?Id=2468261;город Москва;http://www.tenderland.ru/getarch.php?id=71841612841&module=commerce
71841623013;0;SBR028-2208040009;Сертификация сервера Sitronics на соответствие требованиям НПА №144 Правил применения оборудования коммутации и маршрутизации пакетов информации;04.08.2022 14:09;11.08.2022 18:00;-;RUB;"АО ""СИТРОНИКС"" 7735116621";7735116621;utp.sberbank-ast.ru;https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/632/0/0/1008572;город Москва;http://www.tenderland.ru/getarch.php?id=71841623013&module=commerce
71841651877;0;162255;162255 Телескопическая направляющая Rollon;04.08.2022 15:00;08.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51427;город Москва;
71841737041;0;161663,1;161663,1 Открытый запрос предложений на выполнение Строительно-монтажных работ, поставку, монтаж инженерных систем, изготовление, доставка, монтаж элементов декора и интерьера по адресу: Москва, пр-т Андропова, д. 18, стр.9, помещения 13 этажа, БЦ Декарт (Торги № 161663,1);04.08.2022 15:58;15.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51442;город Москва;
71841936751;0;SBR028-2208040017;Проектирование и изготовление корпусов ЭЗС мощностью 50-60 кВт для участия в проекте «Энергия Москвы»;04.08.2022 18:09;15.08.2022 11:00;-;RUB;"АО ""СИТРОНИКС"" 7735116621";7735116621;utp.sberbank-ast.ru;https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/632/0/0/1008879;город Москва;http://www.tenderland.ru/getarch.php?id=71841936751&module=commerce
71842916776;1;162517;162517 162517 Уведомление о продлении срока проведения запроса информации на поставку СКУД г. Ярославль;05.08.2022 6:55;16.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51465;город Москва;
71842986133;1;162565;162565 162565 Уведомление о продлении срока проведения запроса информации на поставку карточный принтер г. Тверь;05.08.2022 7:58;25.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51468;город Москва;
71843063669;1;162574;162574 162574 Уведомление о продлении срока проведения запроса информации на поставку SIP телефоны г. Хабаровск;05.08.2022 8:54;05.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51471;город Москва;
71843178220;1;162588;162588 162588 Уведомление о проведении запроса информации на поставку спутниковый терминал г. Якутск;05.08.2022 10:16;11.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51478;город Москва;
71843212884;1;2469142;Поставка моноблоков;05.08.2022 10:46;09.08.2022 9:00;-;RUB;ПАО МГТС 7710016640;7710016640;223.rts-tender.ru;https://223.rts-tender.ru/supplier/auction/Trade/View.aspx?Id=2469142;город Москва;http://www.tenderland.ru/getarch.php?id=71843212884&module=commerce
71843445182;0;162610;162610 162610 Уведомление о проведении запроса информации на поставку системы распознавания автономеров AutoTRASSIR 30/2 и лицензии TRASSIR AnyIP, г. Уфа;05.08.2022 13:56;10.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51491;город Москва;
71843481212;0;SBR028-2208050020;3 Тур!Закупка услуг физической охраны, осуществление круглосуточного автоматического контроля за состоянием комплексов технических средств безопасности, охранно-пожарной и тревожной сигнализации (ОПТС), контроль работоспособности системы охранного телевидения (СОТ), а так же техническое обслуживание и ремонт систем ОТПС, СОТ, установленных на дополнительных офисах РЦВ ПАО «МТС-Банк» (ЛОТ 10, 17, 18);05.08.2022 14:08;12.08.2022 7:00;-;RUB;"ПАО ""МТС-Банк"" 7702045051";7702045051;utp.sberbank-ast.ru;https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/5/0/0/1009421;город Москва;
71843792466;0;SBR028-2208050042;Приобретение on-premise решения LMS, позволяющего проводить обучение и адаптацию сотрудников;05.08.2022 18:09;09.08.2022 18:00;-;RUB;"АО ""СИТРОНИКС"" 7735116621";7735116621;utp.sberbank-ast.ru;https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/632/0/0/1009775;город Москва;http://www.tenderland.ru/getarch.php?id=71843792466&module=commerce
71843951356;0;SBR028-2208050047;Открытый запрос предложений на услуги внедрения и технической поддержки системы Application Performance Monitoring для ПАО «МТС-Банк»;05.08.2022 20:09;12.08.2022 12:00;-;RUB;"ПАО ""МТС-Банк"" 7702045051";7702045051;utp.sberbank-ast.ru;https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/632/0/0/1009822;город Москва;http://www.tenderland.ru/getarch.php?id=71843951356&module=commerce
71848504828;0;162465;162465 Уведомление о результатах запроса предложений на выполнение работ по устройству перегородки копировальной комнаты административно-техническом офисе по адресу: г. Южно-Сахалинск, пр. Мира, д. 245 (Торги № 162465);08.08.2022 10:16;17.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51517;город Москва;
71848539498;0;162597;162597 Оснащение СКУД, СОС, СОТ, г. Псков, ул. Юбилейная, дом 40;08.08.2022 10:55;17.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51519;город Москва;
71848539499;0;162568;162568 Уведомление о продлении срока проведения открытого запроса предложений на выполнение ПИР, СМР по модернизации общеобменной системы вентиляции по адресу: г. Владивосток, ул. Снеговая, 71. (Торги №162568);08.08.2022 10:55;25.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51521;город Москва;
71848573647;0;162642;162642 162642 Уведомление о проведении запроса информации на поставку работ СМР и ПНР г. Казань;08.08.2022 11:14;10.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51523;город Москва;
71848839726;0;155396-2;155396-2 Услуги технической поддержки оборудования РРЛ E-Band (E-Link);08.08.2022 14:56;15.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51541;город Москва;
71850182791;1;162688;162688 162688 Уведомление о продлении срока проведения запроса информации на поставку лицензии г. Иркутск;09.08.2022 8:15;15.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51549;город Москва;
71850182792;1;162699;162699 162699 Уведомление о продлении срока проведения запроса информации на поставку коммутатора и SFP г. Тверь;09.08.2022 8:15;22.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51552;город Москва;
71850291462;1;162652;162652;09.08.2022 9:53;23.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51554;город Москва;
71850291464;0;;1000081.t Торги 162473 Выполнение текущего ремонта, ТО, АВР ВОЛС в ЯНАО в 2022г. - 24г.;09.08.2022 9:53;12.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51556;город Москва;
71850566139;0;162724;162724 Уведомление о проведении открытого запроса сведений (RFI) по разработке и внедрению IT-системы управления системой внутреннего контроля в ПАО МТС (торги 162724);09.08.2022 13:16;23.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51574;город Москва;
71850600237;1;162733;162733 Уведомление о приеме предложений на монтаж СОТ в гаражном комплексе по адресу: г. Владивосток, Партизанский проспект,26 (ТОРГИ №162733);09.08.2022 13:56;31.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51579;город Москва;
71850790837;0;SBR028-2208090028;Услуги технической поддержки СВТ и информационного сопровождения пользователей;09.08.2022 16:09;12.08.2022 13:00;-;RUB;"АО ""СИТРОНИКС"" 7735116621";7735116621;utp.sberbank-ast.ru;https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/632/0/0/1011251;город Москва;http://www.tenderland.ru/getarch.php?id=71850790837&module=commerce
71850790839;1;SBR028-2208090024;Поставка маркиратора для серверного оборудования;09.08.2022 16:09;11.08.2022 18:00;-;RUB;"АО ""СИТРОНИКС"" 7735116621";7735116621;utp.sberbank-ast.ru;https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/632/0/0/1011181;город Москва;http://www.tenderland.ru/getarch.php?id=71850790839&module=commerce
71850949124;0;SBR028-2208090036;Оказание услуг по оперативной замене компьютерного оборудования в г. Москва.;09.08.2022 18:09;15.08.2022 12:00;-;RUB;"АО ""СИТРОНИКС"" 7735116621";7735116621;utp.sberbank-ast.ru;https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/632/0/0/1011398;город Москва;http://www.tenderland.ru/getarch.php?id=71850949124&module=commerce
71851964098;1;162771;162771 162771 Уведомление о продлении срока проведения запроса информации на поставку Wi-fi роутер г. Иваново;10.08.2022 7:53;11.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51602;город Москва;
71851964099;1;162774;162774 162774 Уведомление о продлении срока проведения запроса информации на поставку ноутбук г. Иваново;10.08.2022 7:53;11.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51604;город Москва;
71852006635;1;162775;162775 162775 Уведомление о продлении срока проведения запроса информации на поставку точек доступа г. Казань;10.08.2022 8:13;26.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51606;город Москва;
71852006636;1;162779;162779 162779 Уведомление о продлении срока проведения запроса информации на поставку компьютерного оборудования г. Иваново;10.08.2022 8:13;19.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51608;город Москва;
71852309003;0;SBR028-2208100012;Выполнение строительно-монтажных работ по установке ЭЗС в г. Ульяновск;10.08.2022 12:09;19.08.2022 12:00;-;RUB;"АО ""СИТРОНИКС"" 7735116621";7735116621;utp.sberbank-ast.ru;https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/632/0/0/1011769;Ульяновская область;http://www.tenderland.ru/getarch.php?id=71852309003&module=commerce
71852575527;0;162655;162655 Уведомление о проведении открытого запроса предложений на модернизацию ДЭС в Иркутской области (Торги № 162655);10.08.2022 15:54;17.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51645;город Москва;
71852662751;1;;Уведомление о проведении открытого запроса предложений на поставку серверного оборудования и комплектующих;10.08.2022 17:01;05.09.2022 0:00;-;RUB;АО «НПК «ВТ и СС»;7713211631;www.aorti.ru;https://www.aorti.ru/purchases/tenders/15713/;-;
71852758986;1;SBR028-2208100033;Запрос предложений на поставку оборудования «Беспроводной промышленный Wi-Fi маршрутизатор Nextlink»;10.08.2022 18:10;18.08.2022 12:00;144 320 000,00;RUB;"ООО ""СБЕРБАНК-ТЕЛЕКОМ"" 7736264044";7736264044;utp.sberbank-ast.ru;https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/45/0/0/1012079;город Москва;http://www.tenderland.ru/getarch.php?id=71852758986&module=commerce
71853758302;1;162837;162837 162837 Уведомление о продлении срока проведения запроса информации на поставку оборудования для видеостены, системы медиапанелей, ПИР и ПМР в г. Ярославль;11.08.2022 7:53;12.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51657;город Москва;
71853758303;1;162838;162838 162838 Уведомление о продлении срока проведения запроса информации на поставку роутеров и Lte тарелок г. Ижевск;11.08.2022 7:53;17.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51660;город Москва;
71853798434;1;162840;162840 162840 Уведомление о продлении срока проведения запроса информации на поставку компьютерного оборудования г. Хабаровск;11.08.2022 8:14;11.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/51662;город Москва;
